x,y,p,u,v
0.1539751142,0.18050237,3.485162973,0.0,0.0
0.153367281,0.1819850951,3.541257143,0.0,0.0
0.1528143883,0.1834891737,3.595095396,0.0,0.0
0.1523149014,0.1850118041,3.643956184,0.0,0.0
0.1518510282,0.18654567,3.688672304,0.0,0.0
0.1514473557,0.1880964786,3.730275393,0.0,0.0
0.1510952711,0.1896597892,3.765990257,0.0,0.0
0.1507817209,0.1912312806,3.796857834,0.0,0.0
0.1505271345,0.1928134114,3.82390976,0.0,0.0
0.1503275782,0.19440341,3.845106125,0.0,0.0
0.1501691788,0.1959980279,3.86052227,0.0,0.0
0.1500614434,0.1975968778,3.871332884,0.0,0.0
0.1500178725,0.1991987526,3.877429724,0.0,0.0
0.2466327101,0.1819850951,0.3891238868,0.0,0.0
0.2460248917,0.18050237,0.3842572868,0.0,0.0
0.2453844249,0.1790334433,0.3797409832,0.0,0.0
0.2446844876,0.1775919199,0.3753584623,0.0,0.0
0.2439401448,0.1761728078,0.3707846403,0.0,0.0
0.2431660444,0.1747697145,0.3675047457,0.0,0.0
0.2423236966,0.1734064817,0.3645131588,0.0,0.0
0.2414510101,0.1720624864,0.3612450361,0.0,0.0
0.2405399829,0.1707441807,0.3593052328,0.0,0.0
0.2395731211,0.1694662422,0.357904166,0.0,0.0
0.2385806441,0.1682081074,0.3573618531,0.0,0.0
0.2375387996,0.1669905484,0.3578132093,0.0,0.0
0.2364587486,0.1658067256,0.3591300845,0.0,0.0
0.2353553325,0.1646446586,0.3622856438,0.0,0.0
0.2341932654,0.1635412425,0.3653966486,0.0,0.0
0.2330094427,0.1624611914,0.3688051403,0.0,0.0
0.2317918837,0.1614193469,0.3744134009,0.0,0.0
0.230533734,0.16042687,0.3812589049,0.0,0.0
0.2292558104,0.1594600081,0.390206039,0.0,0.0
0.2279375046,0.158548981,0.4006432593,0.0,0.0
0.2265935093,0.1576762944,0.4115898907,0.0,0.0
0.2252302766,0.1568339467,0.4265551269,0.0,0.0
0.2238271832,0.1560598463,0.4431248903,0.0,0.0
0.2224080712,0.1553155035,0.4594846666,0.0,0.0
0.2209665477,0.1546155661,0.4794380963,0.0,0.0
0.2194976211,0.1539750993,0.5008208752,0.0,0.0
0.2180148959,0.153367281,0.5237975717,0.0,0.0
0.2165108323,0.1528143883,0.5502262712,0.0,0.0
0.214988187,0.1523148865,0.5769518614,0.0,0.0
0.213454321,0.1518510282,0.606567502,0.0,0.0
0.2119035274,0.1514473557,0.6398923993,0.0,0.0
0.2103402019,0.1510952711,0.6725183129,0.0,0.0
0.2087687105,0.1507817209,0.7081757188,0.0,0.0
0.2071865946,0.1505271345,0.7485521436,0.0,0.0
0.2055965811,0.1503275782,0.7877289653,0.0,0.0
0.2040019631,0.1501691788,0.828371346,0.0,0.0
0.2024031132,0.1500614434,0.8757231832,0.0,0.0
0.2008012384,0.1500178725,0.9234033823,0.0,0.0
0.1991987526,0.1500178725,0.9692651033,0.0,0.0
0.1975968778,0.1500614434,1.021292686,0.0,0.0
0.2499821335,0.1991987526,0.4227220714,0.0,0.0
0.2499385625,0.1975968778,0.4222413301,0.0,0.0
0.2498308122,0.1959980279,0.4210206568,0.0,0.0
0.2496724278,0.19440341,0.4190635383,0.0,0.0
0.2494728714,0.1928134114,0.4166746736,0.0,0.0
0.2492182851,0.1912312806,0.4139269292,0.0,0.0
0.2489047348,0.1896597892,0.4104629755,0.0,0.0
0.2485526353,0.1880964637,0.4066183269,0.0,0.0
0.2481489778,0.18654567,0.4027183056,0.0,0.0
0.2476851046,0.1850118041,0.3982486725,0.0,0.0
0.2471856177,0.1834891587,0.3936129212,0.0,0.0
0.2466327101,0.1819850951,0.3891238868,0.0,0.0
0.1975968778,0.1500614434,1.021292686,0.0,0.0
0.1959980279,0.1501691788,1.077017307,0.0,0.0
0.19440341,0.1503275782,1.129744053,0.0,0.0
0.1928134114,0.1505271345,1.185376763,0.0,0.0
0.1912312806,0.1507817209,1.246693492,0.0,0.0
0.1896597892,0.1510952711,1.306594849,0.0,0.0
0.1880964786,0.1514473557,1.367460132,0.0,0.0
0.18654567,0.1518510282,1.433687091,0.0,0.0
0.1850118041,0.1523149014,1.499248981,0.0,0.0
0.1834891737,0.1528143883,1.565657735,0.0,0.0
0.1819850951,0.153367281,1.63603723,0.0,0.0
0.18050237,0.1539751142,1.705645442,0.0,0.0
0.1790334582,0.1546155661,1.777626634,0.0,0.0
0.1775919199,0.1553155184,1.851403475,0.0,0.0
0.1761728078,0.1560598463,1.923683643,0.0,0.0
0.1747697145,0.1568339467,2.000972986,0.0,0.0
0.1734064966,0.1576762944,2.079150677,0.0,0.0
0.1720624864,0.158548981,2.154228449,0.0,0.0
0.1707441807,0.159460023,2.232376575,0.0,0.0
0.1694662571,0.1604268849,2.310971737,0.0,0.0
0.1682081074,0.1614193469,2.389153242,0.0,0.0
0.1669905484,0.1624612063,2.467602253,0.0,0.0
0.1658067256,0.1635412425,2.544391394,0.0,0.0
0.1646446586,0.1646446586,2.622334242,0.0,0.0
0.1635412425,0.1658067256,2.700892925,0.0,0.0
0.1624612063,0.1669905484,2.777913809,0.0,0.0
0.1614193469,0.1682081074,2.855554342,0.0,0.0
0.1604268849,0.1694662571,2.932422161,0.0,0.0
0.159460023,0.1707441807,3.008438826,0.0,0.0
0.158548981,0.1720624864,3.083375454,0.0,0.0
0.1576762944,0.1734064966,3.154579163,0.0,0.0
0.1568339467,0.1747697145,3.226546764,0.0,0.0
0.1560598463,0.1761728078,3.296711683,0.0,0.0
0.1553155184,0.1775919199,3.361305714,0.0,0.0
0.1546155661,0.1790334582,3.424771786,0.0,0.0
0.1539751142,0.18050237,3.485162973,0.0,0.0
0.1539751142,0.21949763000000003,3.485162973,0.0,-0.0
0.153367281,0.21801490490000003,3.541257143,0.0,-0.0
0.1528143883,0.21651082630000001,3.595095396,0.0,-0.0
0.1523149014,0.2149881959,3.643956184,0.0,-0.0
0.1518510282,0.21345433000000003,3.688672304,0.0,-0.0
0.1514473557,0.21190352140000002,3.730275393,0.0,-0.0
0.1510952711,0.2103402108,3.765990257,0.0,-0.0
0.1507817209,0.20876871940000002,3.796857834,0.0,-0.0
0.1505271345,0.20718658860000003,3.82390976,0.0,-0.0
0.1503275782,0.20559659000000002,3.845106125,0.0,-0.0
0.1501691788,0.2040019721,3.86052227,0.0,-0.0
0.1500614434,0.20240312220000004,3.871332884,0.0,-0.0
0.1500178725,0.20080124740000002,3.877429724,0.0,-0.0
0.2466327101,0.21801490490000003,0.3891238868,0.0,-0.0
0.2460248917,0.21949763000000003,0.3842572868,0.0,-0.0
0.2453844249,0.2209665567,0.3797409832,0.0,-0.0
0.2446844876,0.22240808010000002,0.3753584623,0.0,-0.0
0.2439401448,0.22382719220000002,0.3707846403,0.0,-0.0
0.2431660444,0.22523028550000002,0.3675047457,0.0,-0.0
0.2423236966,0.22659351830000002,0.3645131588,0.0,-0.0
0.2414510101,0.22793751360000003,0.3612450361,0.0,-0.0
0.2405399829,0.22925581930000002,0.3593052328,0.0,-0.0
0.2395731211,0.23053375780000002,0.357904166,0.0,-0.0
0.2385806441,0.23179189260000002,0.3573618531,0.0,-0.0
0.2375387996,0.23300945160000003,0.3578132093,0.0,-0.0
0.2364587486,0.2341932744,0.3591300845,0.0,-0.0
0.2353553325,0.23535534140000003,0.3622856438,0.0,-0.0
0.2341932654,0.23645875750000003,0.3653966486,0.0,-0.0
0.2330094427,0.2375388086,0.3688051403,0.0,-0.0
0.2317918837,0.2385806531,0.3744134009,0.0,-0.0
0.230533734,0.23957313000000002,0.3812589049,0.0,-0.0
0.2292558104,0.24053999190000003,0.390206039,0.0,-0.0
0.2279375046,0.24145101900000002,0.4006432593,0.0,-0.0
0.2265935093,0.24232370560000002,0.4115898907,0.0,-0.0
0.2252302766,0.24316605330000002,0.4265551269,0.0,-0.0
0.2238271832,0.24394015370000002,0.4431248903,0.0,-0.0
0.2224080712,0.24468449650000001,0.4594846666,0.0,-0.0
0.2209665477,0.24538443390000003,0.4794380963,0.0,-0.0
0.2194976211,0.24602490070000002,0.5008208752,0.0,-0.0
0.2180148959,0.24663271900000003,0.5237975717,0.0,-0.0
0.2165108323,0.24718561170000003,0.5502262712,0.0,-0.0
0.214988187,0.24768511350000003,0.5769518614,0.0,-0.0
0.213454321,0.24814897180000003,0.606567502,0.0,-0.0
0.2119035274,0.24855264430000001,0.6398923993,0.0,-0.0
0.2103402019,0.2489047289,0.6725183129,0.0,-0.0
0.2087687105,0.24921827910000002,0.7081757188,0.0,-0.0
0.2071865946,0.24947286550000003,0.7485521436,0.0,-0.0
0.2055965811,0.24967242180000002,0.7877289653,0.0,-0.0
0.2040019631,0.24983082120000003,0.828371346,0.0,-0.0
0.2024031132,0.24993855660000003,0.8757231832,0.0,-0.0
0.2008012384,0.2499821275,0.9234033823,0.0,-0.0
0.1991987526,0.2499821275,0.9692651033,0.0,-0.0
0.1975968778,0.24993855660000003,1.021292686,0.0,-0.0
0.2499821335,0.20080124740000002,0.4227220714,0.0,-0.0
0.2499385625,0.20240312220000004,0.4222413301,0.0,-0.0
0.2498308122,0.2040019721,0.4210206568,0.0,-0.0
0.2496724278,0.20559659000000002,0.4190635383,0.0,-0.0
0.2494728714,0.20718658860000003,0.4166746736,0.0,-0.0
0.2492182851,0.20876871940000002,0.4139269292,0.0,-0.0
0.2489047348,0.2103402108,0.4104629755,0.0,-0.0
0.2485526353,0.21190353630000003,0.4066183269,0.0,-0.0
0.2481489778,0.21345433000000003,0.4027183056,0.0,-0.0
0.2476851046,0.2149881959,0.3982486725,0.0,-0.0
0.2471856177,0.21651084130000003,0.3936129212,0.0,-0.0
0.2466327101,0.21801490490000003,0.3891238868,0.0,-0.0
0.1975968778,0.24993855660000003,1.021292686,0.0,-0.0
0.1959980279,0.24983082120000003,1.077017307,0.0,-0.0
0.19440341,0.24967242180000002,1.129744053,0.0,-0.0
0.1928134114,0.24947286550000003,1.185376763,0.0,-0.0
0.1912312806,0.24921827910000002,1.246693492,0.0,-0.0
0.1896597892,0.2489047289,1.306594849,0.0,-0.0
0.1880964786,0.24855264430000001,1.367460132,0.0,-0.0
0.18654567,0.24814897180000003,1.433687091,0.0,-0.0
0.1850118041,0.24768509860000001,1.499248981,0.0,-0.0
0.1834891737,0.24718561170000003,1.565657735,0.0,-0.0
0.1819850951,0.24663271900000003,1.63603723,0.0,-0.0
0.18050237,0.2460248858,1.705645442,0.0,-0.0
0.1790334582,0.24538443390000003,1.777626634,0.0,-0.0
0.1775919199,0.24468448160000003,1.851403475,0.0,-0.0
0.1761728078,0.24394015370000002,1.923683643,0.0,-0.0
0.1747697145,0.24316605330000002,2.000972986,0.0,-0.0
0.1734064966,0.24232370560000002,2.079150677,0.0,-0.0
0.1720624864,0.24145101900000002,2.154228449,0.0,-0.0
0.1707441807,0.24053997700000002,2.232376575,0.0,-0.0
0.1694662571,0.2395731151,2.310971737,0.0,-0.0
0.1682081074,0.2385806531,2.389153242,0.0,-0.0
0.1669905484,0.23753879370000003,2.467602253,0.0,-0.0
0.1658067256,0.23645875750000003,2.544391394,0.0,-0.0
0.1646446586,0.23535534140000003,2.622334242,0.0,-0.0
0.1635412425,0.2341932744,2.700892925,0.0,-0.0
0.1624612063,0.23300945160000003,2.777913809,0.0,-0.0
0.1614193469,0.23179189260000002,2.855554342,0.0,-0.0
0.1604268849,0.23053374290000003,2.932422161,0.0,-0.0
0.159460023,0.22925581930000002,3.008438826,0.0,-0.0
0.158548981,0.22793751360000003,3.083375454,0.0,-0.0
0.1576762944,0.22659350340000003,3.154579163,0.0,-0.0
0.1568339467,0.22523028550000002,3.226546764,0.0,-0.0
0.1560598463,0.22382719220000002,3.296711683,0.0,-0.0
0.1553155184,0.22240808010000002,3.361305714,0.0,-0.0
0.1546155661,0.22096654180000003,3.424771786,0.0,-0.0
0.1539751142,0.21949763000000003,3.485162973,0.0,-0.0
